,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can
823937,train,0.91639767,2.66834,84.67,1,5,134,0.407162511,-0.443837914,1.900329985,337.42,Cc1noc(C)c1C(=O)N1CCCC(CNC(=O)OC(C)(C)C)C1
752093,train,0.727189647,3.0155,51.02,0,5,114,0.228594176,-0.288378442,1.731179124,314.414,CCN(C(=O)CCc1cnn(C)c1)c1nc2ccccc2s1
279547,train,0.796073186,2.1561,49.85,0,3,132,0.222601949,-0.382851048,1.930734797,324.465,COCCN1CCC2CN(C(=O)CC(C)(C)C)CCC2CC1=O
615324,train,0.897032017,2.51492,61.44,2,2,112,0.318974121,-0.338573813,1.79783628,287.363,Cc1cccc(NC(=O)NC2CC2)c1C(=O)N1CCCC1
189520,train,0.865532053,3.6046,29.54,0,2,114,0.25335264,-0.381319875,1.691305703,295.382,COC1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1
868944,train,0.827742539,1.4614,56.75,0,5,130,0.240376969,-0.340085098,1.622281031,348.472,CC(C)N1CCN(C(=O)CC2Sc3ncccc3N(C)C2=O)CC1
1343519,train,0.687704647,3.33852,51.44,0,5,114,0.176125707,-0.306572804,1.873489075,332.45,Cc1cccn2cc(CSc3ccccc3S(C)(=O)=O)nc12
43638,train,0.581550004,2.33392,65.6,0,6,118,0.26428409,-0.294016148,1.781313358,317.352,Cc1ccc(-n2ncc3c(=O)n(Cc4cccnc4)cnc32)cc1
580500,train,0.616259787,0.10652,101.29,3,3,108,0.251222068,-0.369678983,2.26787377,277.324,Cc1cccc(C(=O)NCC(=O)NCCCC(N)=O)c1
405312,train,0.749065717,2.8715,69.04,1,5,128,0.264644866,-0.480893451,1.551945441,340.358,CC(Oc1ccc(F)cc1)C(=O)Nc1ccc(Cn2cncn2)cc1
1224704,train,0.827994736,1.8814,49.85,0,3,116,0.282199439,-0.378709337,1.783856405,330.837,O=S(=O)(N1CCOCC1)N(Cc1ccc(Cl)cc1)C1CC1
681127,train,0.86247035,2.5388,46.61,0,3,100,0.384146244,-0.370770053,2.205113221,277.345,CN(C)S(=O)(=O)Oc1ccc(-c2ccccc2)cc1
452232,train,0.79926838,3.02058,74.89,1,4,122,0.255157988,-0.349629506,1.660812801,329.359,N#Cc1ccc(NC(=O)c2ccc(Cn3ccc(=O)cc3)cc2)cc1
1076757,train,0.938799767,2.77298,59.81,1,5,102,0.249110331,-0.314283427,2.159295508,278.381,Cc1cc(C)n(C(C)C(=O)Nc2sc(C)nc2C)n1
1238361,train,0.6863069,3.0273,76.14,2,5,132,0.253145094,-0.480976259,1.649739587,348.406,COc1cc(CNC(=O)c2ccccc2NCc2cccnc2)ccn1
252401,train,0.862972222,2.6924,32.78,0,3,126,0.260130492,-0.48069499,1.500861974,332.35,O=C(COc1ccc(F)cc1F)N1CCN(c2ccccc2)CC1
1285155,train,0.88507853,1.45338,93.51,1,4,120,0.321196621,-0.326559427,3.017425937,328.369,CN(CCC#N)C(=O)Nc1cc(S(=O)(=O)N(C)C)ccc1F
631955,train,0.899656772,2.8063,78.09,2,3,130,0.22929917,-0.338882664,1.421619982,338.411,O=C(Nc1cccc(-c2ccn[nH]2)c1)C1CC(=O)N(C2CCCC2)C1
672833,train,0.858954568,2.58592,64.11,1,6,100,0.234324446,-0.496486665,1.895251508,295.389,COc1ccc(NC(=O)CSc2nncs2)cc1C
979583,train,0.9002012,1.89838,69.96,1,3,86,0.241671656,-0.208589184,3.351236738,258.73,CC(C)NS(=O)(=O)c1cccc(Cl)c1C#N
646390,train,0.759366226,2.7953,72.95,1,5,120,0.251066382,-0.4693674,1.627643162,312.373,CCn1nnc2cc(C(=O)NC(C)CCc3ccco3)ccc21
289185,train,0.782623058,0.3725,89.27,0,9,118,0.329551972,-0.40346846,2.377560871,305.342,CCn1nc(Oc2nc(N(C)C)nc(N(C)C)n2)ccc1=O
1497362,train,0.937098299,2.5161,63.05,1,5,128,0.218942608,-0.367928595,1.598376634,327.432,CC(=O)N1CCC(c2cc3c(ncn3C)c(NCC3CC3)n2)CC1
1119550,train,0.763689313,-0.4213,82.86,1,5,114,0.289206422,-0.438069744,2.037726216,311.363,C#CCN1CCN(C(=O)c2ccc(S(=O)(=O)NC)o2)CC1
645609,train,0.69872947,1.10768,86.24,0,8,120,0.199335332,-0.368623755,1.588208079,320.36,N#Cc1ccccc1N1CCCN(c2cncc3nnnn23)CC1
183102,train,0.749726181,2.7627,86.48,1,6,122,0.263108665,-0.496767803,1.649776812,325.324,COc1ccc(-c2nonc2NC(=O)COc2ccccc2)cc1
1017112,train,0.807260174,2.36572,87.39,3,4,112,0.320304404,-0.386272609,1.918009653,293.298,Cc1cc(NC(=O)NC(C)C(O)c2ccc(F)cc2)no1
502520,train,0.88752547,2.6433,54.12,2,2,112,0.219841448,-0.381094003,1.467156058,286.375,O=C(CCc1c[nH]c2ccccc12)NCC1CCCOC1
